sex,edu,house_type,Income,exp_house,exp_con,exp_non,noofhousehold,weight
2,5,4,2688577,2018289,1480367,537923,3,596.56
1,4,4,2689913,2150107,1520423,629684,2,3476.34
2,2,4,2694272,4714844,3918509,796336,1,11351.81
1,5,4,2699115,2926970,2627648,299322,4,1155.72
1,3,4,2700000,3856399,3482479,373920,4,328.33
1,4,4,2700245,2422082,2156604,265478,3,327.29
2,3,4,2700350,2490958,2098357,392601,3,847.86
1,1,4,2703272,1693175,1281091,412084,2,1186.97
1,2,4,2704060,2344426,2107578,236849,1,7135.73
1,4,4,2709918,1958561,1358396,600165,2,1584.53
1,3,4,2711410,1140856,740417,400439,3,323
1,3,4,2716263,2209199,1435719,773480,2,2757.77
1,1,4,2717301,3142909,2292341,850568,4,2098.54
2,2,4,2719939,3981933,1617160,2364773,1,595.23
2,5,4,2720237,2105952,1509645,596307,2,1566.13
2,2,4,2721538,2476349,1748828,727521,1,504.97
1,3,4,2728031,1496808,1026359,470450,3,3494.94
1,3,4,2728323,1817244,1251045,566199,1,458.89
1,2,4,2734639,2773845,2478454,295391,3,2044.13
2,1,4,2737272,2446799,2248867,197932,4,974.51
1,5,4,2739981,1888439,1710320,178119,2,1184.08
1,2,4,2745511,2190294,1764386,425909,4,994.21
1,1,4,2746042,1469932,1118759,351173,3,2313.21
2,3,4,2749441,2546159,2406991,139167,4,469.07
1,2,4,2749951,2151243,1662571,488672,3,934.9
1,3,4,2751628,2736537,2195472,541065,1,1224.58
1,5,4,2756557,1868281,1372815,495466,2,1034.06
1,5,4,2757323,1262882,1209927,52955,2,1358.37
1,6,4,2761741,2550389,2174884,375505,3,6738.72
1,4,4,276320,302950,205050,97900,2,133.88
2,3,4,2765832,2023861,1582338,441523,2,434.83
1,3,4,2766124,1402303,1276946,125357,3,2060.59
2,2,4,2769737,1659800,1479927,179874,2,1991.82
2,5,4,2770299,1853408,1680047,173361,4,415.3
2,6,4,2774840,2998955,2408505,590450,2,144.92
2,4,4,2779420,2293442,1820439,473004,3,1961.49
1,4,4,2782730,1578959,1433599,145360,2,916.07
1,1,4,2800000,1623325,1254573,368752,2,725.01
2,1,4,2804562,3144630,2507175,637456,3,1186.85
2,3,4,2807431,2184293,1968678,215615,4,892.18
2,2,4,2814309,4842119,4580348,261771,4,345.64
2,5,4,2814854,1778308,1525797,252512,2,728.61
2,3,4,2820659,2098300,1909150,189150,2,408.93
1,5,4,2822061,2181258,2054423,126835,4,4543.28
2,5,4,2830000,3712828,3028435,684393,2,703.07
1,5,4,2831155,2276697,1411742,864956,2,472.65
1,4,4,2832823,2464802,2133075,331728,2,2027.95
2,4,4,2842909,2025107,1772174,252933,4,2785.95
2,2,4,2845696,2878928,2514750,364178,4,3038.06
2,2,4,2846880,2038107,1740472,297635,3,598.86
1,2,4,2850119,2053503,1611649,441853,2,1578.82
2,3,4,2850431,2760244,2461986,298257,4,1715.78
2,3,4,2855224,4818418,2894480,1923938,4,4072.19
2,3,4,2856680,1240537,1071761,168777,4,1022.77
1,3,4,2862669,1397264,1263200,134064,2,2404.69
1,4,4,2863210,1570461,1265781,304680,2,119.51
1,6,4,2863273,2038128,1810024,228104,3,873.59
2,6,4,2863350,2127969,1772699,355269,5,4933.33
2,4,4,2865059,2789515,2669310,120206,4,6697.49
2,6,4,2865954,2524841,1524497,1000344,3,1330.08
2,4,4,2869941,2502874,1774229,728645,3,741.23
2,4,4,2885503,5437077,4769592,667485,4,468.58
2,5,4,2886290,1982180,1611590,370590,4,184.58
2,4,4,2886556,2082608,1611286,471323,3,620.64
2,5,4,2893728,3235000,2675456,559544,3,1233.66
1,5,4,2897011,3141290,2558465,582825,4,1288.73
2,2,4,2900451,1648298,1247534,400764,3,1650.35
1,4,4,2902066,2679826,1596894,1082932,4,2135.45
1,5,4,2902094,2286332,1573891,712441,2,3891.62
1,4,4,2902370,2467219,1830590,636628,4,730.84
2,5,4,2905508,2671353,1996009,675345,3,857.9
2,1,4,2907489,1894054,1760910,133144,2,2239.02
2,3,4,2909050,1884751,1286462,598289,1,1684.62
2,4,4,2914348,1768622,1401167,367455,2,1263.45
2,2,4,2914522,2197617,1657172,540445,2,987.69
1,5,4,2917086,1705239,1543487,161751,1,804.45
1,2,4,2918768,2049992,1337768,712225,2,1123.9
1,6,4,2921739,1890293,1468734,421559,2,1216.45
2,2,4,2926338,2709910,2461895,248016,3,1522.58
1,2,4,2932149,3577723,3048014,529709,3,3475.64
1,4,4,2934539,2927144,2255938,671206,3,207.46
1,4,4,2936162,2156955,1936287,220668,3,2677.58
1,3,4,2941397,3084895,2415987,668907,4,3061.15
2,4,4,2941875,3218253,3053162,165092,4,2986.77
1,5,4,2944154,2100745,1388543,712201,4,710.24
1,2,4,2953375,2078858,1756616,322243,2,1214.61
2,6,4,2955891,3055216,2296184,759032,4,2783.71
1,4,4,2956079,2178564,1630328,548235,4,4142.2
1,4,4,2960550,3714089,3329117,384972,3,4638.85
2,1,4,2962454,2238805,1458351,780454,2,1885.1
2,3,4,2968695,2259715,1924155,335560,2,1213.87
2,5,4,2970852,2627007,2059830,567177,4,1447.1
2,2,4,2984995,2841422,2393157,448265,3,2096.3
2,3,4,2986902,2441384,2067012,374372,3,1621.42
1,2,4,2987583,4580508,3976204,604304,5,3093.1
2,1,4,2993326,2568581,2479095,89486,3,779.32
1,6,4,2998388,1071302,1021669,49633,2,210.4
1,4,4,300000,963885,897391,66493,1,582.82
1,2,4,3000000,2510903,1893133,617770,2,107.39
2,4,4,3000000,2181896,1896757,285139,2,240.41
2,2,4,3000000,2358463,1816414,542049,4,1033.63
1,2,4,3000000,2329756,1934008,395747,4,1885.11
2,4,4,3013609,1815525,1559366,256159,3,536.65
2,3,4,3014140,4909982,4362948,547035,4,783.57
1,2,4,3020341,2200070,1853655,346415,3,404.61
1,2,4,3024443,2236541,1964232,272310,4,832.81
2,5,4,3028960,3965055,3246956,718099,3,196.1
1,2,4,3033717,1383540,1122305,261236,2,1972.58
1,3,4,3039393,2369195,1883475,485720,3,1420.6
1,3,4,3042791,1811390,1276265,535124,2,3971.95
2,6,4,3048173,3175651,2292859,882792,2,6948.39
1,5,4,3050919,2586621,2174792,411828,3,1465.64
1,3,4,3053091,3321420,2912948,408472,2,4332.99
1,5,4,305452,189287,158755,30532,1,2531
2,6,4,3054777,2067124,1971234,95890,2,2153.16
1,6,4,3059093,2056604,1581056,475548,1,539.95
2,6,4,3059676,1899760,1559370,340390,3,1036.75
1,5,4,3061516,3250198,2734879,515319,2,1227.8
1,3,4,3067323,1854077,1223057,631020,1,720.21
2,4,4,3070880,1779464,1269690,509775,2,1971.48
2,2,4,3070905,906351,584681,321670,2,464.39
2,3,4,3073832,1930772,1636563,294210,2,1549.99
1,5,4,3075884,1865953,1407962,457991,2,328.1
1,1,4,3076860,2524135,2123135,401000,4,1155.72
2,6,4,3077463,3009780,2554210,455570,4,1231.89
2,5,4,3080000,3697232,3522172,175060,3,88.55
1,1,4,3081543,2678604,2602840,75764,2,1626.94
1,5,4,3083976,1706274,1652303,53971,2,495.17
1,3,4,3084970,1826285,1734685,91600,2,113.58
2,4,4,3088659,2226134,1876577,349557,4,1743.41
1,5,4,3090706,2577485,553001,2024484,1,3388.61
2,3,4,3092888,3177560,2604089,573470,2,1598.08
2,1,4,3095367,2271988,1750226,521761,3,2130.34
2,1,4,3095448,2536013,2174746,361267,3,1213.81
2,4,4,3106987,3057531,2002215,1055316,2,2165.9
1,6,4,3109558,3053557,2561452,492106,3,3481.57
2,1,4,3111676,2681967,2108213,573754,3,1015.33
1,4,4,3128944,1480332,1203024,277309,2,1813.56
1,5,4,3129219,5162795,4661459,501335,2,1618.42
2,5,4,3132989,3036854,2511483,525370,4,707.15
1,3,4,3134722,2851510,1906628,944881,1,6346.29
2,5,4,3136693,3010510,2493264,517245,3,3450.68
2,1,4,3137909,2726823,1966003,760820,4,945.39
1,3,4,3140523,2436190,2201554,234636,3,2126.89
1,1,4,3141056,4016299,3214387,801912,4,974.33
1,2,4,3144921,2298538,1552880,745658,2,1758.74
1,5,4,3147483,2125194,1900688,224505,3,265.16
1,4,4,3153069,2770980,2344432,426548,5,2497.85
2,4,4,3154611,2796867,2427988,368879,5,3737.1
2,4,4,3155703,3127120,2641108,486012,4,2615.19
2,5,4,315920,328239,275727,52511,2,4266.81
2,5,4,3162731,3018191,2509105,509087,4,1510.56
1,4,4,3162830,2761168,2409318,351850,5,1268.55
1,2,4,316845,485779,477613,8165,1,7016.89
1,5,4,3171546,3096449,2382895,713554,5,1080.73
1,6,4,317490,331484,252583,78901,1,2188.7
1,3,4,3179717,1362187,1183770,178416,2,1742.72
2,2,4,3200000,3059654,2673182,386472,3,1605.85
1,3,4,3200000,1720028,1544698,175330,4,316.65
2,2,4,3200000,3787213,3328328,458885,3,218.81
1,1,4,3202669,3437070,3158960,278110,1,2783.41
1,2,4,3206863,4122422,3123257,999165,2,1423.11
1,4,4,3207746,3401723,2873983,527740,4,1379.98
2,3,4,3208352,2625001,2164975,460026,4,3061.15
2,4,4,3208722,3280709,2414333,866376,2,303.74
1,3,4,3221161,2279736,1890902,388833,4,4216.48
1,3,4,3224902,3377749,2145555,1232193,2,6893.87
2,4,4,3233386,3956372,3393168,563204,3,1194.94
2,4,4,3235800,4412981,3559206,853775,3,1470.93
2,4,4,323669,392566,364787,27779,1,1310.28
1,5,4,3239232,2975937,2082181,893755,2,1099.64
1,2,4,3240220,2039346,1569953,469393,2,819.46
2,3,4,3241894,3546916,3373038,173879,5,682.84
2,3,4,3242229,1892712,1618727,273985,2,579.77
1,4,4,3245196,2509450,1958277,551173,2,1960.16
2,4,4,3247253,3588654,3164689,423964,4,4476.9
1,5,4,3253601,1418060,1229495,188565,4,1774.75
1,4,4,3256439,2102530,1699871,402659,5,147.31
2,3,4,3270480,2182032,1860521,321511,4,5024.87
2,5,4,3271702,2882956,1884287,998669,4,3537.64
1,4,4,3275414,3069991,2654605,415386,5,822.7
1,4,4,3275721,3037224,2733250,303974,4,446.2
2,3,4,3276281,2251046,1629960,621086,4,1169.77
1,2,4,3280922,1002421,787853,214568,1,3456.49
2,5,4,3281165,3552940,2830401,722539,3,786.75
2,6,4,3284960,2207591,1727203,480388,1,385.53
2,2,4,329616,548919,539487,9433,2,890.1
1,6,4,3300000,2243927,1946884,297043,2,1302.5
1,5,4,3300186,2439634,1868048,571586,2,1227.8
2,4,4,3307025,1993586,1629983,363603,4,3725.32
2,2,4,3309346,3332561,2804222,528340,2,367.87
2,5,4,3315519,2403043,1633520,769523,3,2469.23
2,4,4,3329879,2460064,2311267,148796,4,965.47
2,2,4,3334049,2165464,1468836,696628,2,2217.36
1,2,4,3338900,2370060,1976527,393532,3,209.09
1,1,4,3349683,3134618,2235784,898833,4,3422.62
2,4,4,3353580,1636710,1199470,437240,2,44.68
2,2,4,3354468,2719957,2166932,553025,2,6429.57
2,4,4,3359835,3071166,2146984,924182,3,1734
1,3,4,3360487,1590057,1344351,245707,2,1179.2
1,2,4,3362710,1689672,1194861,494812,2,8026.35
2,4,4,3364489,2687931,2346784,341147,4,345.64
2,4,4,3367004,2618536,1618304,1000232,4,1209.86
1,3,4,3367912,1734642,1342583,392058,3,1533.91
1,4,4,3371782,2568361,2159504,408858,2,1037.17
2,6,4,3374490,2186426,1584910,601516,2,790.36
1,5,4,3376089,1618449,1267045,351404,3,983.59
2,6,4,3378249,1587718,877777,709941,1,1270.45
1,5,4,3381652,3294343,3018699,275644,2,481.79
2,4,4,3384214,2634739,2040074,594666,3,2114.04
2,3,4,3385469,2251809,1958006,293803,2,245.51
2,4,4,3385694,2166296,1596150,570146,2,2373.53
2,3,4,3386937,2226335,1531805,694530,4,2084.41
1,5,4,3390000,1780696,1246773,533923,1,6612.01
1,2,4,339204,470858,324861,145996,1,1103.93
1,2,4,3395629,1454681,1268804,185877,3,705.78
1,3,4,3396534,3437575,2537566,900009,4,522.44
1,5,4,3396891,2814980,2344678,470303,5,2422.75
1,5,4,3397988,2253793,1897218,356575,2,1318.79
2,3,4,3400694,2243675,1984144,259531,3,599.59
1,3,4,3409787,2251131,1786514,464617,5,702.46
1,5,4,341982,438332,405030,33302,1,2558.7
1,3,4,3426778,2622366,1916474,705892,3,6738.72
1,2,4,3427316,3443415,3190026,253390,3,415.58
1,5,4,3427575,1736605,1352895,383709,3,451.61
1,3,4,3428098,2621652,1856612,765041,2,6472.33
2,1,4,3430215,2888216,2243165,645052,4,1701.24
2,6,4,3432226,4552181,2979370,1572811,5,1462.53
1,2,4,3432310,2686013,2137966,548046,1,1963.98
1,1,4,3437027,1733149,1351254,381894,4,2162.71
1,2,4,3437410,1692489,1232899,459590,4,2740.35
2,4,4,3444815,3031541,2176942,854599,4,1101.35
2,6,4,3455246,2398903,1696033,702870,2,3891.62
1,5,4,3458643,2846262,2266122,580141,3,1192.44
2,6,4,3462081,2355504,2000415,355089,4,2321.88
2,3,4,3466450,1858051,1397381,460670,1,1022.75
1,3,4,3471581,3084558,2548180,536378,4,147.31
2,1,4,3473250,2269704,2161431,108273,7,1991.5
1,4,4,3476143,3002892,2486632,516260,3,771.13
1,5,4,3477890,2557964,1629449,928515,2,1649.65
2,3,4,3479280,2678313,2031282,647031,4,4671.84
2,1,4,3480239,2648822,2201202,447620,3,2096.3
1,2,4,3486008,2910098,2301406,608692,3,742.64
1,6,4,3487299,3842587,3180428,662159,4,1066.06
1,4,4,3487685,3711480,2996202,715278,2,1218.5
2,5,4,3488446,3306415,2965305,341110,2,3920.16
2,4,4,3493583,1362267,1079237,283030,2,455.51
2,3,4,3496358,2154769,1808891,345878,3,2597.71
1,5,4,3498512,2666053,2114085,551968,3,1109.18
2,4,4,3499612,2606689,2368369,238320,3,210.29
2,3,4,3502907,3200211,2116068,1084143,4,554.39
2,5,4,3503279,3299829,1774365,1525465,2,4235.4
2,1,4,3504077,2935273,2313903,621370,4,1565.6
2,1,4,3505095,2200494,1679678,520816,1,1942.64
2,5,4,3506699,2660118,2166010,494108,2,1460.52
1,2,4,3507130,3278606,2681336,597270,2,50.57
2,4,4,3510514,1736862,1186427,550435,2,607.46
1,3,4,3514960,2244108,1514820,729288,3,1019.39
1,6,4,3515121,2466608,2051496,415112,2,1947.89
2,4,4,3524618,2921745,2048411,873334,1,1578.09
2,4,4,3524665,2659405,1987673,671732,3,3541.58
1,5,4,3531535,2477051,1887889,589162,4,515.9
2,4,4,3532507,3913345,3202242,711103,4,959.24
1,3,4,3538311,2898904,2280043,618861,6,5631.08
2,6,4,3539732,1720908,1198325,522582,1,2728.69
2,4,4,3551427,6280364,3380706,2899658,2,1925.1
1,3,4,3555743,2285223,1437863,847360,6,2358.59
2,4,4,3556315,2666796,1623059,1043737,3,1627.52
1,2,4,3560622,2336408,2127030,209378,4,3876.07
2,2,4,3561570,2612055,2174615,437440,4,235.36
1,2,4,3564315,2308033,1840361,467672,4,2535.42
2,6,4,3573299,3486008,2358091,1127917,2,905.32
1,5,4,357717,551739,490412,61326,2,432.37
1,2,4,3577675,2115166,1777378,337787,4,372.97
2,1,4,3578704,3039175,2494419,544756,4,1125.11
1,6,4,3585478,3662512,3398460,264052,2,634.9
2,5,4,3585524,3471505,2887013,584492,4,4072.19
1,2,4,3585800,3493534,3196188,297346,3,724.89
1,3,4,3586400,4561022,1735022,2826000,3,160.75
1,3,4,358707,498213,373510,124703,1,3581.39
1,1,4,3587089,2615876,1709136,906740,3,1776.54
1,3,4,3598103,2037046,1292798,744249,2,2558.04
2,6,4,3598270,3214943,2803725,411218,4,1653.26
1,6,4,359880,593903,528372,65531,1,693.34
2,5,4,3600000,3153195,2825645,327550,5,392.4
1,6,4,3606601,2455894,1895312,560582,3,4481.61
1,5,4,3610034,2363926,2122672,241254,4,1465.73
2,5,4,3612082,3829898,3312973,516924,3,336.52
2,5,4,3627299,2411555,1702168,709387,2,1452.73
2,5,4,3635214,2745653,2137138,608514,5,2254.63
1,4,4,3638576,3508077,2776777,731300,4,4072.19
1,5,4,3644059,3415762,2988081,427681,4,1589.52
1,3,4,3648244,2121447,1745353,376094,2,819.46
2,2,4,3660223,2957664,2301400,656264,5,2782.11
2,4,4,3660968,3068147,2623274,444873,5,533.78
1,2,4,3661078,3035018,2169107,865911,4,1875.53
1,5,4,3663318,4316874,4002124,314750,3,319.4
1,1,4,3664168,4045201,3036782,1008419,2,1402.97
2,4,4,3664735,2727951,1616573,1111378,2,1006.32
1,5,4,3664816,2192772,1728499,464272,2,1483.76
2,5,4,3665690,2810059,2263643,546417,3,2876.21
2,5,4,3668963,2165492,1591525,573966,2,1566.13
2,4,4,3672209,3224594,2197129,1027466,4,1620.01
1,5,4,3674669,2684490,1925238,759252,5,3314.86
2,5,4,3683504,2273833,1902439,371394,3,1356.15
1,2,4,3685190,2789795,2078260,711535,2,171.5
1,3,4,3685949,3355768,2554953,800815,4,2527.29
2,1,4,3687729,2887436,2037372,850064,4,1861.1
1,3,4,3697920,2654798,2436221,218577,4,1166.36
1,5,4,3700275,4951067,3942288,1008780,3,1021.81
2,2,4,3707622,2337462,1855361,482101,2,563.86
2,2,4,3709117,2747483,2327596,419887,3,345.83
1,1,4,3711957,2976172,2673889,302283,2,328.64
1,5,4,3722596,2272673,2089059,183614,3,617.72
2,6,4,3728064,4393013,2779656,1613356,4,883.47
1,5,4,3728742,3119053,2203182,915871,3,991.73
1,5,4,37342,689502,559728,129774,1,4251.57
2,5,4,3739412,2220143,1730792,489350,2,4332.99
1,5,4,3742404,2285517,2109932,175585,2,2554.96
2,4,4,3745442,2347832,1478273,869559,2,931.76
1,4,4,3748265,2560385,1851123,709261,3,1230.73
2,3,4,3750016,1819950,1401430,418520,3,336.62
2,4,4,3760271,2608007,2085387,522621,2,1578.82
2,4,4,3763047,3288598,2135375,1153223,3,3541.58
2,2,4,3764818,3810670,3182209,628461,3,2126.89
1,5,4,3765975,2376154,2001876,374279,2,3092.05
1,4,4,3766010,3475086,2651716,823370,4,274.8
1,6,4,3769984,3556622,2542919,1013703,4,1180.69
2,5,4,3774959,3779821,2370306,1409515,4,588.57
1,6,4,377594,516842,427289,89553,1,2531
1,4,4,3778881,3320231,2659931,660300,5,247.73
2,2,4,3778958,3586277,1871470,1714807,2,1824.52
2,6,4,37850000,18476154,6478734,11997420,2,124.65
1,3,4,3788339,2287397,1707683,579714,2,1503.71
1,6,4,3790000,1719863,1441668,278195,4,179.46
2,3,4,3793015,3557304,2670102,887202,1,873.43
2,2,4,3798665,3520179,2968683,551496,5,744.5
1,2,4,379900,1853240,1830740,22500,2,311.81
2,4,4,3800000,3134513,2944023,190489,4,974.51
2,1,4,3801530,3117515,2288397,829118,2,172.71
2,3,4,3801979,2397464,1801194,596270,4,599.55
1,6,4,3803146,2488180,1522284,965896,2,2099.96
1,2,4,3813049,2794319,2445600,348720,2,1566.13
1,6,4,381466,584005,445735,138270,1,858.51
2,4,4,3815691,2745522,2114120,631402,3,1239.56
1,4,4,3816054,2843369,2189720,653649,4,2569.93
2,1,4,3817967,2300849,1669615,631234,2,2583.15
1,4,4,3818379,2341167,2036291,304876,3,3432.91
1,4,4,3818439,1508327,1262724,245603,1,2707.88
1,3,4,3824528,3424955,2418723,1006232,2,932.49
1,4,4,3824876,2515812,1900012,615800,3,3445.81
2,5,4,3831200,2736585,2071806,664779,4,772.39
1,2,4,3838091,4328625,3674074,654551,4,580.46
1,3,4,3839607,3201743,2911387,290356,4,490.09
2,5,4,3845852,2066694,1650539,416155,2,78
2,3,4,3845987,2861277,2066677,794600,1,2612.83
1,2,4,3853130,2121300,1711323,409977,4,679.6
1,5,4,3875143,4074293,2671091,1403202,3,1529.81
1,3,4,3880,1032158,783171,248986,2,3276.37
1,1,4,3881734,2756961,2092720,664241,3,666.12
2,4,4,3884905,3993588,2861122,1132466,4,1715.78
2,2,4,3889520,4575235,3500010,1075225,5,1376.87
2,4,4,3889791,2089950,1690075,399874,4,355.31
2,3,4,3890052,4442546,2908989,1533558,3,2824.87
2,5,4,3890788,3241151,2725214,515938,3,616.43
1,4,4,3890857,5761378,5154098,607280,4,1302.98
2,6,4,3896623,4954833,4008699,946134,5,1327.77
2,3,4,3900000,2020410,1579790,440620,3,115.1
2,2,4,3903012,1792344,1501778,290566,2,928.68
1,3,4,3903154,2968562,2173157,795405,2,1098.68
1,5,4,3907914,2409394,1990695,418700,3,659.51
2,3,4,3911931,4090017,2922408,1167609,5,1701.24
2,4,4,3920242,3203711,2894199,309513,4,2263.98
1,3,4,3924560,2976107,2262210,713897,5,3036.08
2,2,4,3926763,2879994,2156816,723177,3,2796.93
1,4,4,3930000,2656244,2221174,435070,4,274.8
1,4,4,3934883,2998419,2217657,780761,4,1830.79
2,6,4,3936149,1678630,1257403,421226,1,449.16
1,4,4,394674,295993,276063,19931,1,9857.31
1,2,4,394800,456878,456878,0,1,380.01
1,3,4,3948440,3061330,2607621,453709,4,1701.24
1,4,4,3949546,3509126,2241295,1267831,2,1173.99
2,1,4,3950369,3761471,2923357,838114,3,2284
1,5,4,3952529,3204308,2475987,728321,3,5831.02
1,5,4,3954140,2321058,1930395,390663,2,1310.67
2,2,4,3958139,2294668,2066066,228602,3,3899.6
1,4,4,395886,815475,722358,93117,2,1457.62
2,5,4,3964000,3407660,3005787,401873,4,2122.19
1,2,4,3966287,3637406,2792949,844457,3,1588.47
2,3,4,3966855,2920145,2297914,622231,4,3283.51
2,5,4,396800,256850,242950,13900,1,250.54
1,4,4,396800,483269,453471,29797,1,1115.81
2,3,4,396838,538660,440406,98255,1,2465.44
1,2,4,3969874,2676189,2072460,603729,2,2065.21
1,5,4,3973347,3119275,2611193,508081,3,5139.13
2,1,4,3982002,3802235,2136667,1665569,4,630.31
2,4,4,398325,736105,674391,61714,2,1587.79
1,1,4,398416,512763,484022,28741,1,1271.48
2,4,4,3985280,2077389,1656609,420781,3,1192.44
1,2,4,3989408,2836466,2253926,582541,5,1498.86
2,2,4,3990276,4080090,3387878,692212,4,2691.38
1,6,4,3994632,3643149,3020129,623019,4,1018.45
2,1,4,3996410,1540481,1045279,495203,1,1520.02
1,4,4,3997052,2900410,2452966,447444,5,2696.07
1,1,4,399979,846359,757143,89216,2,234.74
2,2,4,4000000,3293384,3048279,245105,4,690.05
1,3,4,4000000,3551983,2787583,764400,4,159.86
2,4,4,4000480,3306359,2675957,630402,4,1631.41
2,3,4,4006582,2969897,2366729,603169,2,4240.2
1,3,4,4007090,2606303,1666493,939810,3,387.55
1,6,4,4009643,1705688,1142155,563533,2,330.04
1,5,4,4016786,3701327,2826728,874599,4,2380.92
1,2,4,4023185,2825466,2432907,392559,2,1128.47
1,3,4,4025012,3172139,1683259,1488880,2,4332.99
1,4,4,4025916,3460436,2619260,841176,3,6738.72
2,4,4,4031668,2902586,2514580,388005,4,973.04
1,6,4,4032928,4815784,3226245,1589539,4,235.69
2,3,4,403355,716873,699043,17830,1,161.6
2,1,4,4037896,2935492,2426807,508685,3,1023.52
1,6,4,4045804,2902124,2556336,345788,4,2730.97
2,4,4,4047755,4396258,3408830,987427,5,4118.49
2,4,4,4049766,2828032,2245590,582441,7,3239.79
2,5,4,4054612,3767079,3023363,743716,4,1419.04
1,4,4,4055305,3009829,2396255,613574,3,1905.24
1,5,4,4064147,2562170,2083661,478509,2,1216.45
1,6,4,4080000,2203041,1440666,762375,3,188.1
2,3,4,4080633,3516452,3076184,440269,2,1690.23
1,2,4,4081986,3664731,2408248,1256483,3,4808.46
2,3,4,4092563,4328607,3593112,735495,4,1436.32
1,2,4,4095603,3411386,2414691,996695,4,2759.08
1,4,4,4095942,3235460,2757893,477568,3,2852.29
1,6,4,409625,610633,548206,62427,2,696.15
2,5,4,4100388,4330692,3351049,979643,3,1442.36
1,2,4,4100598,3282024,2506528,775496,4,3109.99
2,5,4,4106770,3473439,3179928,293511,4,804.22
2,5,4,4107297,2368794,1809431,559363,2,941.44
1,3,4,4108978,2149638,1428645,720993,2,255.03
2,4,4,4113873,2544462,1294571,1249891,3,419.85
1,3,4,4115959,2200268,1503653,696615,3,1051.1
1,4,4,4122715,3144343,2319469,824874,2,2190.44
1,5,4,4128859,4057149,3414711,642438,4,1014.47
2,3,4,4132157,3596055,2145339,1450716,3,1340.66
1,4,4,4133060,2144143,1850983,293160,1,89.84
1,2,4,413378,1213852,1093852,120000,1,113.34
2,5,4,4136977,3389354,2990544,398810,5,3038.06
1,1,4,4140790,4788695,3483871,1304823,4,1292.63
2,5,4,4141274,2546429,2158445,387984,2,3300.26
1,3,4,4144370,4190792,3450021,740771,4,6777.2
1,2,4,4148273,3351150,2349923,1001227,4,403.38
2,4,4,4150045,1738627,1601191,137436,3,700.64
1,4,4,4150278,5628899,3796341,1832558,3,748.3
2,3,4,4154006,3186147,2418924,767223,2,4065.81
1,3,4,4161968,3793125,3199687,593438,4,251.9
1,2,4,4166560,3476530,2497218,979312,2,1034.06
2,4,4,4168218,4005225,3250091,755134,4,734.58
2,2,4,417094,255289,217811,37478,2,1348.23
2,4,4,4171517,3386515,1620568,1765947,4,721.73
2,5,4,418471,381665,376665,5000,1,1846.74
2,2,4,4188011,3501923,2647720,854203,4,2225.04
2,2,4,4188114,4121064,3199859,921205,4,3689.16
1,5,4,4194305,2368432,1933199,435233,4,2992.14
2,5,4,4197255,3791331,2629168,1162162,2,199.31
1,3,4,4199690,2906854,2245311,661543,3,6591.28
