,Title,Author,ReviewID,Texts,YMD,Sentiment
181340,Disappointed!,alvin salter,R34W43YNJUF4UZ,the phones looked great! no problems until you make/ recieve calls and the person on the other end hears a constant buzz If that wasnt happening id give it 5 out of 5.,1/19/14,0
106750,The equipment doesnt work at all,SIMONE D.,R198LV5F6R8R2C,"The iphone ran well the first month. Suddenly it didnt turn on anymore and I went to an Apple store to check what the problem is. They told me that all internal equipment is old and prepared to stop working after some weeks. I bought it as a new phone but now there is no way to repair it, only by changing all its interior. Sent a message to supplier for return the equipment but didnt hear any word back.",1/21/14,0
58218,horrible sound,vijetha,RCT3OKOR3Z0UN,They have send me duplicated piece. It is not the original HTC phone. Even if you are sitting right beside the phone you hear nothing.,1/29/14,0
101688,Absolutely the worst phone ever.,Peter G.,R2RYI4HBDPMJJT,"Absolutely horrid phone. Terrible battery life, you'd have to turn off 99% of the features to achieve a less than decent battery life, and I mean on standby mode.Touch is screen is so bad that it is a joke. The only noteworthy feature is the camera.I bought a $29 phone and it is a 100% more reliable. I won't even bother selling it since I would not wish this phone on my worst enemy.Sony should stick to TVs and that is it. I remember buying a Sony laptop around 1999 and I had the same terrible experience with that as well.I'll never buy a Sony product again, well except for a TV, I do love my Sony TV.",1/8/14,0
44093,trash,AUGUSTO CESAR CARDOSO,R2WVC4ZU6GZP6L,I bought two of these phones and only one works (for while?). Another one goes into boot loop. Just to cannibalize...,1/19/14,0
152068,I'm disappointed!!,oscar cadenas gonzalez,RHXLIUJ0T3YV0,I can not use this cell phone because AT & T does not provide service in Mexico. How I can release it for use with another company? I'm disappointed.!!,1/28/14,0
181447,DISAPPOINTED AGAIN,maylid gil,R3I478O2NVPUUL,"THIS IS THE SECOND PHONE I ORDER FROM AMAZOM.COM AND SADLY BOTH OF THE PHONES DID NOT WORK, THIS PHONE IT ONLY WORK FOR ONE DAY AND THE SECOND DAY IT JUST NEVER NEVER TURN BACK ON :(",1/13/14,0
185286,SUCKS,Shavonda Williams,RNW0F75E1ANUC,BUTTONS WOULDN'T WORK WITHOUT BEATING IT.  CHARGER PORT STOPPED CHARGING. PHONE WOULD RING BUT YOU COULDN'T ANSWER BECAUSE THE BUTTONS WERE HARD TO PUSH.  POINT BLANK...SAVE YOUR MONEY,1/28/14,0
154018,Screan cracked obviously not not made with corning gorilla glass any more,Moneymkr24,RQ1EP5N1WHR99,Screan cracked! Obviously not not made with corning gorilla glass any more. My wife loved the droid Ultra phone until then.,1/12/14,0
157387,It didn't work,Giovanni888,R1S8G0UI7V3O5X,"Got it, set it up and it didn't work right, not sure why, I tried an ATT sim and a Verizon sim, neither worked?  was not happy and returned it, went to ATT bought a new there and it works great.",1/6/14,0
93735,Not as advertised,Warren Harris pigpen,R1BOHJJST4GNY2,I received like many others the SGH - i747 and not the SGH - i9300. The difference being is mine is the phone you receive from AT&T; and not the international version which doesn't have all the bloatware and updates only from AT&T.; I believe most people must not know the difference and so therefor don't say anything. I will be contacting the seller and will update with their answer about exchanging for the right model. Buyer Beware!,1/6/14,0
95489,Taken by customs,Mary,RMJUV48RO93AU,This watch was taken by customs and destroyed because it was not allowed in the country. It is not allowed to have a camera on your wrist in this country because you can take pictures of people without them knowing! So disappointed!!,1/13/14,0
127053,this phone,Boris W.,RP7JM3Q1QX07,"Hi GuysI like the phone - the looks and what goes with it! BUT I CANT use it for PHONING so far - when I dial other peple nither they or me hear each other - only chrips at best!!! Internet works fine, I thought may be something is wrong with the speaker - but when I installed skype - it works and I hear perfectly my friends from other countries. I just cant make the bloody piece to be used for its original puprpose  - phone speaking!!!!!! If I am supported by the seller how to change the situation  I would be glad to change my opinion.Boris",1/31/14,0
164640,dont get it!!!!,Arlos S.,RLTYLJPMVJ49M,the wifi suckssome games cant downloadcamera is horriblein voices is horriblephone has alot of glitchesbad graphics,1/24/14,0
148092,Be Aware!!! It's not AT&T; phone,JC,R118PIG29MAB7S,This is not for people who has AT&T; service. It doesn't have Sim Card. You can't put in sim card. It's not working at AT&T.; Be care for it.,1/31/14,0
84042,Sprint would not activate,Chris Brafford,RIUK6RHC1511M,"Sprint would not activate the phone they said it was lost or stolen.  The phone was in great shape when I received it, but could not be activated I looked for a phone # to call to see if I was doing something wrong but could not find one.  I hope the return process goes well.",1/28/14,0
98752,dont do it not what it says or i got a bad one,godfrey baker,R3GF4R0YBXX3W2,This thing will not work it comes on and has no internet. Connection and drops calls at will in the middle of talking,1/19/14,0
112651,Unable to use it.,jake,R3CRHN1NDRH6YA,"Didn't get to use it, carrier wouldn't activate it,sent it back the next day.So there's no way I can rate it.",1/14/14,0
165428,Don't work,Jackie,R2X1CS0A5OE17F,It don't work at all. And I have sent it back. It was a present for my niece and it don't work.,1/2/14,0
183887,poor,china,RBRCRSF7B7U27,This phone is absolutely not worth buying its slow you cant get apps don't get it if i knew this was going to be like this i would have not got it,1/17/14,0
132533,"Once upon a time,,,, there was blackberry",jake,R1QPS0N92S89ER,"They were good qwerty phones,,, but then they started making touch screen models. Thats when everything went downhill for this historic company.I didnt want to doug on blackberry, but this phone just begs to be ridiculed. And my main disappointment here is the user interface. It simply could not be more annoying to open up each app without any ability to simply close it. Blackberry went out of their way to break people's heads on this one. For example when using a calculator, once youre finished u must swipe upwards to turn it into a smaller little window,, and itll stay there to nag you until steam blows out your ears and u simply HAVE to press the  tiny little x to close it. There are no buttons like home back or apps to quickly change to different applications from any screen. So going from 1 app to another becomes a tedious chore that will drive you mad. But that's not all! Blackberry was kind enough to lock in their network settings feature, so even the unlocked versions you cannot easily change the APN for your particular carrier. Theres a whole process of doing it all through visiting some specific blackberry webpage. I could go on about how this phone does not even compare to the functionality of htc and motorola phones from way back in 2011, but its not even worth it. This company is done... and even if they continue trying, they will get wiped out like Sumatra. A small percentage of the market may continue to use them for the physical keyboards, but even that is becoming a thing of the past. So I will end this note with a simple GoodBye to Blackberry,,, forever.",1/23/14,0
