seq   loan_status loan_amnt grade home_ownership annual_inc age emp_cat  ir_cat
27758           1      6600     A            OWN   32004.00  22    0-15    8-11
23478           1      5000     E           RENT   60000.00  22    0-15   13.5+
28611           1      8000     B           RENT  120000.00  37   15-30    8-11
26036           1      6000     B       MORTGAGE   49580.00  30    0-15 11-13.5
27377           1     10000     E       MORTGAGE   63000.00  33    0-15   13.5+
5163            1      5000     B           RENT   37000.00  32    0-15 11-13.5
12387           1      1400     D       MORTGAGE   19200.00  22    0-15   13.5+
19483           1      5000     D            OWN   33000.00  31    0-15   13.5+
25029           1      2800     C       MORTGAGE   45325.00  23    0-15 11-13.5
19298           1      3500     C            OWN   18000.00  28   15-30   13.5+
4017            1      5500     B           RENT   18000.00  25    0-15 11-13.5
6510            1     13000     A       MORTGAGE   78000.00  27    0-15    8-11
8338            1      6000     D       MORTGAGE   27600.00  24    0-15   13.5+
16753           1      7750     C       MORTGAGE  100000.00  36    0-15 11-13.5
26081           1     22400     D           RENT   84996.00  42    0-15   13.5+
4347            1      6000     C       MORTGAGE   85000.00  22    0-15 11-13.5
8534            1      5600     B           RENT   42000.00  33    0-15 11-13.5
1392            1      2000     D           RENT   30972.00  24    0-15   13.5+
11119           1      8400     A           RENT   36000.00  23    0-15 Missing
21136           1      8400     C       MORTGAGE   66000.00  27 Missing 11-13.5
11100           1      1850     B            OWN   48000.00  29    0-15    8-11
23472           1      5000     A           RENT   57600.00  26    0-15    8-11
7310            1      6000     D           RENT   31200.00  21    0-15   13.5+
8393            1      6000     C       MORTGAGE   54902.52  25   30-45   13.5+
13825           1      8300     C       MORTGAGE   22800.00  22 Missing 11-13.5
11960           1      1000     C           RENT   50000.00  28    0-15   13.5+
1089            1      2200     A       MORTGAGE   50000.00  24    0-15    8-11
11367           1      9950     C           RENT   25404.00  32   15-30 11-13.5
22946           1      4900     C            OWN   36000.00  32    0-15 11-13.5
18484           1      3500     B           RENT   36000.00  23 Missing 11-13.5
28552           1     20500     C           RENT   38400.00  31    0-15 11-13.5
26314           1      1500     D       MORTGAGE   60000.00  24    0-15   13.5+
28349           1      3000     C           RENT   37440.00  29    0-15 11-13.5
10436           1      6725     A       MORTGAGE   36000.00  23    0-15     0-8
6358            1      1200     E           RENT   34560.00  22    0-15   13.5+
1342            1      1000     D            OWN   17280.00  38    0-15   13.5+
18188           1      4800     B           RENT   65004.00  29    0-15 11-13.5
1527            1     21200     B       MORTGAGE   60000.00  23   15-30 11-13.5
7185            1      6350     A       MORTGAGE   43200.00  24    0-15     0-8
28828           1      4725     C           RENT   19800.00  26    0-15 11-13.5
18081           1      4200     C           RENT   28800.00  40    0-15   13.5+
27477           1      3000     B       MORTGAGE   40000.00  25    0-15    8-11
24556           1     20000     E       MORTGAGE   82000.00  34    0-15   13.5+
8007            1      5000     A            OWN   48600.00  23    0-15     0-8
14960           1     12000     B       MORTGAGE   33600.00  25    0-15    8-11
3156            1      9600     D           RENT   45000.00  22    0-15   13.5+
25641           1     11600     D       MORTGAGE  133228.00  24   15-30   13.5+
5088            1      3600     A           RENT   24000.00  24    0-15     0-8
13346           1     25000     D           RENT   90000.00  39    0-15   13.5+
9512            1      5425     B           RENT   83200.00  27    0-15    8-11
9593            1      3000     D           RENT   39600.00  27 Missing   13.5+
7957            1     15000     D       MORTGAGE   40000.00  22    0-15   13.5+
15199           1      1800     B       MORTGAGE   68400.00  23 Missing    8-11
155             1     13650     B       MORTGAGE   86000.00  32   15-30 11-13.5
5723            1      6000     B       MORTGAGE   61000.00  24   15-30 11-13.5
28577           1     10000     C       MORTGAGE   92400.00  24    0-15 11-13.5
16164           1      1000     D           RENT   14400.00  29    0-15   13.5+
24579           1      5175     B           RENT   21000.00  25    0-15 11-13.5
4539            1      8000     A       MORTGAGE   40000.00  44    0-15     0-8
21217           1      8500     B       MORTGAGE   46500.00  24   15-30    8-11
1281            1      1000     E           RENT   38000.00  25    0-15   13.5+
4820            1      7075     D            OWN   62910.00  33    0-15   13.5+
5261            1     11400     B       MORTGAGE   58800.00  29 Missing    8-11
25264           1     10000     C           RENT   46000.00  29    0-15 11-13.5
1774            1     10800     A           RENT   75000.00  26    0-15     0-8
21246           1     25000     B       MORTGAGE  110000.00  22   15-30    8-11
6868            1      9000     B           RENT   26400.00  24    0-15 11-13.5
27373           1     15000     D       MORTGAGE   73700.00  23    0-15   13.5+
9816            1      5000     D           RENT   24000.00  21    0-15 Missing
20001           1     16000     C       MORTGAGE   43200.00  26    0-15 11-13.5
22244           1     25000     E           RENT   55000.00  41    0-15   13.5+
26148           1     10000     C           RENT   45000.00  35    0-15 11-13.5
17522           1     12000     A           RENT   57000.00  24    0-15     0-8
13186           1     10000     C           RENT   84000.00  33    0-15 11-13.5
28561           1     15000     F       MORTGAGE  107000.00  23    0-15   13.5+
13785           1     12000     C           RENT   60000.00  23    0-15 11-13.5
115             1      5600     C       MORTGAGE   85000.00  24    0-15   13.5+
19740           1     25000     D       MORTGAGE   94500.00  30    0-15   13.5+
25140           1      6000     B       MORTGAGE   70000.00  27    0-15 Missing
21598           1     18000     B       MORTGAGE   62000.00  21    0-15    8-11
27610           1      4000     D           RENT   15000.00  30    0-15   13.5+
4199            1      4200     D           RENT   70000.00  32    0-15 Missing
28812           1     12000     D           RENT   27000.00  47    0-15 11-13.5
592             1     15000     C           RENT   38000.00  21    0-15   13.5+
10593           1     10500     A       MORTGAGE   48000.00  23   15-30     0-8
20918           1      3000     B           RENT   13200.00  28    0-15    8-11
25816           1     18500     C            OWN   55000.00  23    0-15 11-13.5
147             1     12000     C       MORTGAGE   70000.00  33    0-15 Missing
29044           1      2500     B       MORTGAGE   75000.00  23    0-15    8-11
12295           1     15000     D           RENT   36000.00  37    0-15 Missing
20796           1     10000     C           RENT   50000.00  28    0-15 11-13.5
1329            1      8000     B           RENT   42816.00  24    0-15    8-11
25566           1      5600     B           RENT   30000.00  23    0-15 Missing
8344            1      2000     B           RENT   50000.00  27    0-15 11-13.5
24010           1      5000     A           RENT   25000.00  24    0-15    8-11
20458           1      4000     B           RENT   22000.00  24    0-15 11-13.5
27069           1     15000     D           RENT   60000.00  34    0-15   13.5+
28656           1     10425     B            OWN   60000.00  27    0-15    8-11
27947           1      3000     B           RENT   36000.00  31    0-15    8-11
7666            1      5200     C       MORTGAGE   60000.00  23    0-15   13.5+
21156           1      1500     B       MORTGAGE   58000.00  36    0-15 11-13.5
8928            1      6000     B           RENT   43000.00  35    0-15    8-11
11235           1      2000     B           RENT   32640.00  24    0-15    8-11
5878            1      7200     B           RENT   50000.00  35    0-15 11-13.5
7032            1      2000     D       MORTGAGE   15000.00  31    0-15   13.5+
14320           1     12000     B           RENT   58260.00  24    0-15    8-11
14796           1     12000     A       MORTGAGE   35000.00  22   30-45     0-8
16835           1     12000     B       MORTGAGE   57000.00  22    0-15 11-13.5
28767           1     20000     D           RENT   48000.00  22    0-15 11-13.5
3034            1     15000     B       MORTGAGE   42655.80  48 Missing 11-13.5
28380           1     20000     C          OTHER   55000.00  24    0-15 11-13.5
23945           1      1750     D            OWN   15000.00  25    0-15   13.5+
9992            1      1000     C           RENT   60000.00  55    0-15   13.5+
15244           1      5600     D           RENT   30000.00  21    0-15   13.5+
25778           1     13800     C           RENT   33036.00  33    0-15 11-13.5
24757           1      3500     A           RENT   12996.00  22    0-15    8-11
16277           1      2000     C           RENT   38400.00  25    0-15   13.5+
