"","time","userlevel","gamebalance"
"4921",130,10,44
"18886",106,2,20
"9194",139,21,66
"4652",129,10,43
"1661",111,2,26
"12312",145,16,48
"11774",148,18,40
"14215",159,16,62
"241",60,0,3
"7803",107,20,61
"10508",162,27,115
"11907",147,14,63
"1278",108,4,23
"15591",127,13,52
"17578",116,5,31
"3606",93,8,38
"14208",134,12,48
"16144",124,9,50
"17610",107,6,30
"9555",137,23,79
"5842",135,14,49
"19528",96,0,11
"11901",147,17,63
"12025",114,17,60
"8637",152,25,67
"12300",145,16,60
"4195",174,7,41
"13393",138,19,53
"5514",133,14,48
"5720",171,12,49
"9735",203,17,84
"382",117,0,10
"722",101,1,16
"19052",104,2,18
"17658",115,6,30
"10559",161,27,77
"8699",200,19,68
"6945",195,14,55
"16615",122,10,36
"12729",142,15,35
"155",64,0,1
"6919",141,14,55
"17255",118,10,33
"11559",150,18,65
"3450",122,7,37
"17781",114,4,29
"13882",136,15,51
"2151",115,5,30
"18339",110,5,25
"15468",82,10,42
"2924",119,9,34
"4440",127,10,42
"14689",132,16,46
"6642",133,11,54
"14234",134,12,49
"17423",117,5,32
"10575",161,22,77
"5080",131,11,45
"9501",163,23,78
"18184",74,4,26
"13717",137,9,52
"16661",167,8,36
"9486",163,22,78
"9890",175,27,46
"18908",139,2,20
"6549",83,16,72
"6209",137,13,51
"12080",146,15,61
"5191",127,10,59
"6714",139,14,54
"19919",52,0,0
"10085",177,27,93
"14103",135,13,50
"10578",161,22,77
"4270",127,9,59
"16840",120,7,35
"16679",121,8,36
"2177",100,5,30
"16640",137,9,36
"15632",175,10,42
"13431",102,14,56
"17392",117,7,32
"11741",149,19,64
"11919",147,17,35
"1244",108,3,30
"19698",92,0,8
"6003",135,10,27
"7412",143,15,58
"8007",147,17,82
"4484",88,13,60
"10538",162,22,55
"18618",108,3,22
"12303",145,16,58
"8770",153,19,69
"17044",119,8,27
"6395",137,13,70
"14196",81,12,49
"19519",97,0,11
"5108",91,10,47
"2347",116,6,40
"912",104,1,19
"14412",133,16,68
"969",105,2,20
"1",54,0,0
"5625",134,12,48
"7183",142,15,43
"4782",129,10,44
"392",60,0,12
"9144",158,21,73
"15921",105,9,40
"5432",133,16,27
"13809",180,13,51
"9904",177,27,91
"93",83,0,0
"5892",124,12,31
"16438",76,6,37
"7095",142,15,56
"8692",188,19,68
"8845",190,19,69
"396",95,0,12
"19832",86,0,3
"4839",130,10,44
"771",128,1,17
"9920",211,26,93
"18423",105,4,24
"14411",133,12,48
"14601",80,12,47
"17784",114,6,29
"15653",127,10,55
"16012",125,9,40
"10273",168,24,117
"19504",133,0,8
"1079",139,2,29
"9254",159,21,74
"1311",108,3,22
"18116",112,5,27
"18778",107,2,21
"18615",108,3,19
"17438",117,6,32
"9126",159,20,72
"6379",137,13,70
"9683",116,24,61
"6136",136,13,51
"15774",126,10,41
"11997",187,17,88
"19234",101,1,16
"9834",172,26,106
"3669",158,8,38
"10352",181,31,82
"8586",187,18,67
"18879",106,2,19
"5293",132,11,47
"3406",122,8,47
"18907",105,2,20
"15974",125,9,40
"19076",103,2,18
"9533",223,21,79
"18311",76,4,25
"9988",189,30,114
"1038",105,2,20
"3964",142,7,40
"15905",126,8,40
"16758",92,8,43
"18926",105,2,20
"2217",115,6,22
"12567",141,11,58
"8340",201,18,65
"17133",119,7,34
"7586",145,16,40
"8396",150,18,68
"2520",117,7,38
"12617",142,20,58
"14048",135,13,50
"298",92,0,7
"11943",147,17,62
"1744",112,4,38
"5669",134,13,49
"9479",163,22,78
"805",105,1,17
"12131",146,15,61
"5508",133,12,48
"6516",102,14,53
"1047",106,2,21
"3693",123,8,38
"3980",88,8,40
"15252",129,11,44
"15392",108,10,43
"597",81,0,17
"4455",130,12,42
"19449",81,0,19
"9095",123,13,72
"3928",125,6,39
"19048",136,2,18
"3661",142,8,38
"10893",157,19,72
"5693",134,12,56
"11850",148,17,62
"18767",107,3,21
"14489",133,12,47
"9667",167,24,82
"11813",148,17,63
"5290",132,9,47
"19793",115,0,4
"4553",128,10,32
"3685",153,8,38
"2437",116,6,31
"19632",94,0,13
"13632",137,14,52
"8134",148,17,63
"2987",119,7,50
"19732",91,0,7
"16599",87,11,37
"15602",127,10,39
"8528",151,17,66
"7901",136,16,38
"18161",112,5,26
"3849",124,11,39
"5172",131,11,46
"4398",127,12,51
"15778",118,10,41
"19459",98,0,9
"71",70,0,0
"10819",220,21,40
"14026",135,13,34
"14614",132,9,47
"14884",106,11,45
"12045",146,17,62
"11473",173,20,68
"13934",135,15,50
"18018",113,3,27
"9993",198,32,107
"4743",135,8,44
"7461",179,15,59
"10173",172,21,88
"4850",167,15,59
"10101",175,27,65
"6940",141,14,55
"15402",128,10,43
"14268",134,14,49
"6172",119,12,51
"11233",153,19,88
"6334",145,13,52
"18516",109,4,24
"8676",153,21,68
"14729",131,14,46
"15344",128,10,50
"1626",111,4,26
"19955",94,0,0
"2797",118,7,34
"16737",139,8,42
"16626",122,8,23
"1153",107,2,22
"14308",175,11,49
"15772",126,8,41
"13080",140,15,58
"13011",196,15,55
"4199",126,6,41
"16349",123,6,36
"9466",162,22,77
"12487",143,16,59
"16057",125,9,40
"3880",124,10,39
"16957",120,9,35
"12077",146,15,62
"19856",85,0,1
"14199",134,12,49
"15654",134,10,41
"1496",110,4,35
"4340",127,13,42
"10393",165,16,81
"6632",139,8,54
"15784",126,10,41
"9343",160,22,75
"4997",128,12,45
"588",99,0,19
"8336",150,18,65
"14662",132,8,47
"12754",142,10,57
"18515",109,4,23
"15760",126,8,24
"18362",121,4,13
"13229",188,14,62
"11356",192,19,67
"3936",125,9,40
"7343",143,15,58
"2215",103,6,32
"18119",112,4,27
"10146",173,26,90
"1226",107,3,22
"10062",136,28,97
"3801",124,8,33
"18026",151,5,22
"847",62,1,17
"3672",123,11,38
"2284",115,6,19
"1906",113,4,28
"2007",100,5,29
"17248",118,7,33
"5744",134,12,38
"18642",136,3,20
"10488",163,22,79
"18741",107,3,21
"18855",106,2,20
"6187",136,13,51
"8813",154,19,69
"16427",123,7,30
"1500",110,4,25
"17809",114,6,17
"2305",116,7,31
"14546",119,15,47
"1124",110,2,21
"1776",137,4,18
"5010",130,10,45
"8189",148,21,63
"12134",146,17,61
"1117",127,2,21
"7001",176,15,81
"11550",150,24,66
"15575",127,13,42
"13999",181,13,50
"18097",112,5,15
"13159",140,14,68
"13416",138,12,58
"11089",155,20,70
"11744",98,14,64
"14831",131,12,44
"17284",118,4,35
"2118",114,5,30
"2426",116,6,31
"17848",114,7,29
"19648",93,0,9
"18791",106,3,21
"5759",134,12,49
"13128",140,14,51
"7225",142,20,57
"16936",157,7,35
"18773",145,2,21
"5324",132,11,66
"1150",107,2,13
"15216",165,11,44
"7241",142,15,35
"1936",113,3,28
"4751",129,10,44
"14642",132,12,47
"18468",151,4,24
"18121",112,6,27
"14714",150,12,49
"7648",145,16,60
"5256",132,11,54
"12818",141,15,57
"19513",97,0,11
"6044",136,13,50
"9011",156,27,76
"1958",140,5,29
"15943",125,6,40
"8989",156,22,71
"4086",126,9,40
"4822",130,10,44
"1280",108,3,24
"18754",107,3,21
"19252",101,1,15
"18460",82,4,24
"12657",190,15,58
"7921",147,16,61
"8589",189,18,67
"13610",97,14,52
"5103",131,11,46
"19663",112,0,8
"19959",78,0,0
"19416",99,0,13
"16584",156,5,44
"3441",122,8,37
"8151",148,17,40
"5058",81,11,45
"3084",120,8,36
"2156",115,5,30
"3011",79,7,35
"18829",68,3,21
"17388",117,4,32
"15734",126,10,41
"7926",147,21,61
"15122",141,8,47
"12555",143,16,58
"12989",180,15,56
"15748",126,9,23
"5042",131,11,45
"5676",134,11,65
"8229",149,14,64
"6330",137,13,42
"3103",134,4,35
"3059",120,7,35
"5743",134,12,49
"12721",181,20,57
"14104",134,14,50
"10686",159,21,75
"9745",169,16,84
"17544",116,6,31
"904",104,1,24
"17146",119,7,44
"2649",119,6,39
"399",84,0,10
"16687",117,5,36
"14649",132,16,47
"14269",168,12,56
"14456",133,12,62
"5430",133,14,47
"6813",123,17,55
"19355",100,0,14
"6016",136,11,58
"2382",116,6,31
"6546",138,14,53
"8551",189,19,66
"12874",141,20,52
"14857",131,11,46
"1130",100,2,21
"6710",89,14,54
"16789",121,8,35
"17528",92,6,31
"1044",106,1,21
"10189",171,25,87
"13385",138,14,53
"7347",143,15,68
"3368",122,7,37
"17993",113,5,28
"799",76,1,17
"4505",128,9,43
"1902",122,4,38
"5562",133,12,56
"4855",130,11,44
"2472",79,6,32
"13823",136,13,51
"16744",121,8,36
"5530",133,11,48
"17199",113,7,46
"14576",152,13,47
"4517",89,11,43
"15639",127,14,58
"3763",125,9,39
"11318",152,14,68
"12676",142,15,57
"17686",115,5,31
"2546",117,6,32
"7467",150,15,59
"12421",144,16,59
"7168",142,21,79
"7340",143,18,58
"13041",140,16,55
"10162",210,26,103
"10685",159,21,75
"18440",109,4,24
"8242",149,22,64
"704",101,1,16
"6032",144,13,47
"8537",151,18,66
"14577",132,12,47
"16848",120,8,35
"8099",115,17,85
"18915",105,3,20
"8976",190,26,71
"8588",152,18,67
"6818",140,17,55
"12563",143,16,58
"7098",142,15,56
"7690",108,16,60
"16499",122,9,37
"10838",176,21,87
"341",93,0,8
"18772",107,3,21
"19046",104,1,26
"3468",122,10,37
"18582",108,3,22
"1522",148,5,25
"19267",76,1,15
"6691",88,18,53
"13866",90,13,51
"15373",128,9,43
"16048",125,9,25
"6101",136,15,51
"8156",148,17,63
"1952",113,5,28
"4740",129,10,44
"4156",126,9,41
"3573",123,8,37
"2301",115,6,31
"849",102,1,18
"13389",138,14,53
"12434",144,16,31
"18667",108,4,22
"10166",233,28,88
"18021",113,6,27
"15646",127,10,41
"1003",105,2,22
"11086",201,20,70
"18504",126,4,23
"13885",136,9,51
"6927",141,14,55
"6263",137,13,52
"375",95,0,9
"2261",122,8,30
"6548",138,17,27
"12078",146,17,74
"1702",112,4,26
"15138",129,7,43
"8879",155,26,54
"4139",126,9,34
"6306",137,13,52
"7369",143,20,58
"17196",100,5,33
"6314",137,13,28
"12781",140,15,38
"5115",131,11,67
"9754",169,24,85
"1051",106,2,21
"4854",130,11,44
"752",102,1,17
"574",99,0,14
"11537",150,17,66
"4729",129,10,53
"9024",156,20,71
"10451",201,16,79
"19005",104,2,19
"14019",135,13,36
"19496",97,0,12
"2449",139,6,32
"8203",149,17,63
"19863",85,0,1
"4567",128,10,43
"19115",103,1,17
"11670",142,18,95
"4685",129,10,44
"10923",156,24,72
"15175",129,13,44
"4860",130,11,44
"4477",78,10,42
"3890",92,9,41
"10004",166,36,117
"10650",160,21,76
"15151",129,11,44
"17557",116,7,31
"4283",127,9,42
"5395",132,11,43
"10373",165,23,81
"8412",150,18,56
"19600",95,0,10
"17617",76,6,30
"11137",154,19,69
"13782",136,13,51
"10308",167,24,83
"3445",138,8,37
"12311",136,17,60
"3227",121,8,36
"10948",156,28,52
"10300",167,24,83
"5362",132,12,55
"1901",133,5,28
"9299",160,21,75
"16733",166,5,53
"48",79,0,0
"6545",138,14,35
"10660",160,21,110
"9987",189,30,104
"18334",122,5,25
"17222",86,7,30
"7591",145,16,59
"5165",131,11,46
"410",95,0,10
"14849",131,11,34
"11221",153,16,68
"1717",112,5,30
"16844",120,8,35
"19069",103,2,11
"19595",95,0,10
"6513",138,10,53
"1610",136,4,25
"16750",121,8,36
"18993",104,3,27
"15628",127,10,51
"12029",147,17,33
"12245",87,16,60
"7816",146,16,61
"7786",153,18,61
"19345",100,0,14
"1449",110,4,24
"18210",111,5,26
"1042",94,2,20
"5588",133,12,37
"3556",85,6,38
"17876",81,5,17
"16150",124,9,39
"12501",143,16,59
"11704",149,16,64
"7037",141,10,56
"16842",93,9,49
"6511",182,14,66
"1159",107,4,22
"3078",149,7,35
"18553",109,3,17
"2479",116,6,21
"18694",107,2,22
"13333",139,16,54
"4479",111,13,42
"4247",119,9,34
"5253",132,11,33
"9740",169,17,84
"8735",153,19,68
"5173",131,8,46
"19779",89,0,5
"19047",104,2,21
"3272",121,8,36
"2343",103,7,31
"12884",141,15,56
"8682",136,19,48
"19824",87,0,4
"8315",149,18,80
"17763",114,6,36
"17530",116,6,31
"7304",143,15,58
"12364",144,16,60
"17875",114,5,18
"1191",107,3,22
"1791",112,3,27
"19741",91,0,6
"1624",111,4,28
"6538",138,14,53
"8468",151,18,74
"17152",119,6,33
"15490",95,10,42
"14660",132,8,47
"10589",161,22,77
"2925",130,7,34
"9809",171,34,100
"6759",165,14,54
"18624",108,3,22
"2474",116,7,26
"9021",156,20,71
"10844",157,21,73
"10635",127,13,76
"8512",151,18,66
"965",105,2,27
"12117",146,13,61
"9338",160,22,75
"12592",163,16,58
"7725",145,22,60
"8621",152,18,67
"3645",123,8,38
"7764",145,16,40
"12330",144,20,60
"18822",128,3,21
"9132",158,27,72
"11987",202,16,62
"17762",114,6,33
"3207",138,8,51
"17564",75,6,31
"6361",191,13,28
"11454",151,18,40
"19206",102,1,16
"4554",128,10,43
"16434",109,10,37
"2887",119,9,34
"17220",140,7,33
"3812",124,9,29
"7638",145,16,60
"15656",146,10,29
"5392",132,8,66
"12432",144,16,59
"2327",116,4,31
"11468",151,18,36
"4944",175,11,45
"6721",139,14,54
"13336",139,14,54
"19990",83,0,0
"12190",178,16,61
"4371",127,10,42
"18825",119,3,21
"7213",142,15,57
"12952",141,17,69
"12383",116,16,60
"6578",139,17,53
"2009",114,7,41
"14641",136,12,47
"17882",114,4,28
"12119",146,17,44
"12081",146,11,50
"1739",112,5,14
"10354",133,23,113
"14897",131,11,45
"18683",108,2,22
"13031",140,20,55
"14057",182,13,50
"2748",118,6,33
"13799",136,15,49
"440",96,0,11
"13466",134,14,53
"12431",144,16,59
"17801",114,4,31
"18535",109,4,23
"16718",121,8,43
"17132",123,6,34
"16647",122,7,36
"9972",185,30,131
"14366",108,12,35
"10517",162,14,78
"18781",93,3,21
"2502",98,6,32
"4546",128,7,45
"15773",126,11,41
"10358",166,23,59
"10207",147,25,87
"16100",125,9,58
"10730",158,19,73
"7012",183,15,56
"11196",153,19,69
"11112",154,20,69
"14839",179,11,46
"3002",120,6,35
"9495",163,15,78
"16785",121,8,35
"18258",111,4,18
"4686",129,10,44
"10171",172,26,88
"12491",143,16,59
"10330",106,24,82
"5396",132,11,47
"7448",144,15,58
"11102",154,14,70
"13919",135,13,50
"9187",165,21,73
"10669",166,21,76
"2136",115,6,30
"11373",152,20,67
"19493",72,0,12
"534",68,0,13
"3338",122,11,37
"954",92,3,15
"16431",123,8,37
"19727",127,0,7
"19128",103,1,16
"6082",180,13,51
"18634",125,3,22
"9034",195,20,71
"12702",183,11,57
"4810",130,10,62
"5462",95,12,47
"384",95,0,12
"9585",165,18,80
"14020",131,13,67
"6996",141,13,56
"4682",129,10,22
"9579",173,23,80
"6251",124,13,51
"2122",114,5,19
"15514",141,10,48
"16287",124,11,38
"9096",159,18,72
"15705",126,10,41
"12296",145,22,60
"12277",145,22,75
"1387",109,2,24
"12667",131,15,57
"10794",158,21,74
"6225",137,11,51
"16682",121,8,36
"884",104,1,18
"17211",118,4,33
"18527",122,5,23
"1579",111,4,30
"9652",166,30,82
"4459",128,10,40
"10403",162,23,81
"17803",114,6,29
"12265",145,19,60
"16934",120,7,52
"7048",141,15,56
"705",101,1,16
"5397",132,13,26
"12876",141,15,56
"3725",120,9,39
"6676",170,14,33
"19412",99,0,13
"1469",110,4,24
"14785",130,13,60
"4245",135,8,41
"18361",110,4,16
"18069",153,7,38
"10205",204,30,87
"11716",149,18,82
"7614",145,13,82
"4882",90,11,45
"6483",138,14,53
"1113",106,3,24
"988",105,2,20
"15087",130,7,51
"12496",155,14,49
"17559",90,6,31
"12654",146,15,66
"18610",97,3,23
"9065",157,26,72
"5445",133,10,47
"4491",153,10,43
"15710",126,8,41
"17822",114,6,29
"7807",146,22,61
"17200",159,8,33
"340",107,0,8
"18614",108,4,33
"14418",133,10,48
"5901",121,12,50
"16654",120,8,36
"15735",125,11,41
"4536",128,10,43
"10473",163,22,79
"14535",132,10,47
"15067",80,15,42
"11608",101,18,35
"7840",193,16,61
"12770",142,15,57
"16279",124,9,38
"16498",122,8,31
"8788",115,19,69
"2916",119,5,34
"18826",106,3,21
"9319",160,21,38
"9766",170,25,85
"3271",117,8,52
"15339",128,10,43
"17588",154,6,19
"11168",154,19,69
"10830",145,15,73
"5286",132,11,47
"18033",149,6,27
"19254",101,1,15
"1703",112,4,27
"775",102,1,17
"1415",109,4,24
"12630",142,15,58
"8967",156,20,106
"17347",117,4,32
"17345",117,8,32
"12204",145,16,61
"19884",84,0,0
"16426",123,10,48
"5675",113,8,49
"17847",114,7,29
"14629",132,12,47
"6807",140,14,77
"18315",137,3,25
"13087",140,15,55
"17487",116,6,31
"9663",153,19,82
"5350",132,9,47
"6863",140,14,71
"13634",137,19,32
"3866",124,11,39
"36",78,0,0
"1725",112,5,27
"19836",86,0,2
"782",138,1,17
"5926",135,12,36
"18686",108,3,32
"3674",135,8,25
"15465",128,10,48
"2435",128,6,39
"10",67,0,0
"9931",179,28,94
"17198",118,7,33
"8753",100,19,68
"10971",156,20,59
"19395",99,0,9
"13202",139,10,54
"19642",94,0,9
"11169",137,19,69
"14202",134,17,49
"17062",119,7,34
"14590",132,12,44
"13098",98,15,55
"18223",111,4,26
"13396",138,14,53
"4774",129,10,44
"8048",144,17,57
"13763",88,13,51
"15955",125,9,40
"13994",135,13,50
"14467",133,12,48
"7902",146,16,61
"19782",74,0,6
"17329",120,7,35
"3734",124,8,23
"17887",93,5,28
"2227",115,7,30
"17113",119,7,34
"12459",144,16,59
"1137",138,2,21
"11125",154,20,69
"19559",66,0,11
"2638",117,6,22
"2174",149,5,30
"19708",92,0,5
"9772",170,25,86
"14327",133,12,48
"5020",131,11,45
"2367",116,6,31
"15728",126,10,41
"4",57,0,0
"16358",123,8,38
"649",100,0,15
"12707",142,15,57
"16651",122,8,25
"19087",92,2,26
"3352",139,5,37
"14769",131,8,58
"15851",126,10,46
"13758",111,13,51
"16856",98,8,35
"16345",144,12,38
"6720",139,14,65
"7153",142,16,57
"70",92,0,0
"11868",148,20,81
"1217",107,3,22
"8789",154,19,35
"12059",146,17,35
"3853",124,9,39
"19803",88,0,4
"19512",97,0,17
"18280",111,3,25
"17333",117,7,32
"14908",130,11,44
"14984",130,11,45
"9604",165,16,80
"16303",139,11,38
"11841",148,17,58
"7034",141,20,56
"2436",116,4,31
"15475",168,10,57
"5228",158,11,46
"5641",134,12,48
"4614",128,10,43
"11638",149,21,65
"821",103,1,18
"16104",125,9,39
"15595",127,12,22
"9504",136,23,103
"11575",134,12,65
"7430",171,19,58
"7674",145,16,60
"19819",87,0,4
"2358",116,6,31
"10925",156,20,72
"18835",106,3,24
"18688",107,3,15
"6763",140,10,54
"13895",136,13,31
"19179",103,1,21
"8334",150,15,60
"18977",90,3,19
"16118",139,8,39
"9568",164,23,80
"11130",129,19,69
"15163",158,11,44
"10396",165,23,81
"14866",161,8,46
"11540",150,18,49
"14341",133,10,48
"13039",140,13,76
"7457",186,15,58
"1999",114,5,29
"5084",95,9,46
"6526",138,14,53
"5345",132,11,47
"16026",125,9,42
"5336",132,8,47
"5922",141,12,50
"4001",125,9,40
"9738",168,24,84
"8113",148,13,62
"9511",163,21,78
"14851",131,11,46
"8179",127,17,63
"7870",175,19,67
"2527",161,5,42
"17327",135,4,32
"6220",137,13,51
"7033",141,15,39
"4977",130,11,60
"14536",132,12,47
"18402",110,4,24
"14339",133,12,48
"2161",115,6,30
"2869",119,7,34
"74",82,0,0
"2138",115,5,30
"4507",107,10,43
"9237",159,24,83
"13105",140,15,55
"13836",136,13,39
"9208",159,21,73
"6206",137,14,51
"4691",129,10,44
"8177",148,15,63
"15296",128,11,43
"12635",142,17,63
"2918",119,7,34
"16385",123,8,38
"5897",135,9,50
"1893",156,6,28
"7229",142,21,57
"829",103,1,18
"4254",126,9,41
"15315",128,10,43
"5265",94,11,46
"12689",106,15,29
"17746",115,6,29
"15237",129,11,57
"9463",162,22,77
"909",96,1,19
"10430",164,23,54
"16231",124,9,38
"8998",156,20,71
"5026",131,8,45
"17105",86,7,34
"6489",138,13,48
"3851",170,9,47
"12221",145,15,60
"15541",128,10,36
"5068",131,14,45
"4167",126,9,41
"8487",146,11,66
"13543",85,14,70
"2905",119,7,34
"13188",139,14,54
"6216",131,13,51
"13533",138,14,53
"3576",88,11,38
"9359",161,22,76
"14939",130,15,45
"6740",95,11,28
"4077",125,13,40
"4303",116,10,42
"3954",125,6,40
"11883",191,17,69
"678",101,0,15
"18231",111,4,26
"11402",152,19,67
"8570",152,18,67
"401",96,0,11
"3479",125,8,20
"14261",134,12,49
"18526",109,5,23
"16165",124,9,39
"9386",161,22,76
"9334",160,22,75
"12947",141,15,57
"12054",146,17,62
"15947",144,8,40
"10306",167,24,60
"12558",143,16,58
"7752",145,16,60
"10444",164,28,80
"18901",121,2,20
"13930",135,13,50
"12249",145,10,60
"7990",147,23,40
"18180",112,5,14
"14049",129,13,50
"2758",118,7,33
"4130",88,8,41
"15044",130,8,45
"14142",134,10,57
"8256",149,17,64
"10725",158,25,74
"5144",131,12,46
"1957",113,5,29
"12627",142,12,58
"4433",127,10,42
"1753",112,4,14
"15918",125,7,40
"19730",91,0,7
"14046",158,14,50
"15600",127,7,42
"13405",178,14,53
"12898",101,19,56
"18972",105,2,22
"14344",133,12,48
"14819",131,11,46
"19495",97,0,12
"5089",131,11,46
"10292",103,24,83
"3124",120,8,35
"4265",127,9,41
"2231",136,6,30
"1377",107,3,24
"17178",118,7,33
"767",103,1,17
"15096",140,11,44
"1341",109,3,23
"13545",179,14,41
"19936",81,0,0
"18603",108,2,21
"12619",142,15,58
"13746",136,10,51
"4956",130,11,45
"2784",118,7,34
"9932",179,28,94
"14388",133,12,48
"1054",106,3,12
"17373",117,7,32
"16364",123,11,38
"8812",154,19,69
"16565",122,8,37
"14301",118,9,49
"13907",136,13,51
"11431",115,19,67
"3251",161,6,36
"19258",101,1,19
"9791",170,25,86
"16147",124,11,39
"11599",150,19,65
"15590",162,14,42
"14178",134,13,49
"1143",86,1,27
"16655",122,8,36
"16918",120,7,35
"6318",137,13,58
"9945",180,20,120
"10415",186,23,80
"8849",154,19,69
"4596",128,10,43
"9421",162,22,64
"12518",86,16,50
"6840",140,10,58
"13097",140,15,55
"19894",83,0,0
"14000",114,14,50
"5961",95,13,50
"16855",120,9,45
"6185",136,16,51
"9523",164,28,79
"14394",133,12,48
"3376",87,6,37
"12651",142,15,58
"9402",161,22,56
"16627",96,5,36
"12661",182,10,58
"11276",153,23,68
"11030",155,24,70
"13579",137,14,52
"8251",149,17,64
"11378",152,24,67
"7846",146,21,61
"1232",107,3,22
"17173",118,7,33
"11991",147,13,62
"12566",143,16,58
"11332",196,19,90
"17909",114,5,28
"2201",159,5,30
"13367",138,14,53
"1073",106,2,26
"19509",114,0,12
"7695",145,16,60
"3776",124,9,39
"16623",131,8,47
"4220",126,7,41
"9217",159,21,73
"5825",135,12,49
"17401",124,7,32
"9251",180,21,74
"12086",162,17,61
"1257",96,3,22
"14920",108,10,66
"7576",144,16,59
"8615",152,18,67
"180",89,0,2
"3421",122,8,51
"6426",138,13,53
"18088",140,5,40
"4831",130,10,44
"2976",119,7,35
"16310",140,9,38
"9384",161,22,76
"3782",124,7,39
"15166",102,11,44
"10299",167,24,59
"19762",89,0,6
"18852",128,2,20
"3390",130,6,23
"11413",169,19,60
"19641",94,0,9
"19176",102,1,16
"10033",157,42,65
"11750",149,24,64
"11999",184,17,79
"6679",139,19,54
"3401",122,6,37
"7836",146,20,61
"3195",121,8,36
"4221",149,9,41
"17048",113,7,34
"7386",143,20,58
"1912",113,5,28
"6750",140,13,54
"19828",87,0,3
"3677",146,10,38
"11200",153,20,69
"13443",138,14,55
"7766",142,16,60
"4917",130,11,35
"9077",98,25,72
"16381",144,8,36
"6896",140,14,55
"558",98,0,13
"18703",146,3,22
"14726",119,13,46
"7280",143,15,57
"303",92,0,7
"18888",132,2,20
"11652",149,18,34
"3083",120,5,35
"14802",131,11,46
"623",100,0,14
"9389",161,22,76
"1371",109,3,13
"5142",114,11,51
"1499",111,4,25
"2388",116,6,31
"11974",155,13,62
"1364",109,3,24
"8610",152,18,67
"3572",123,8,38
"16154",124,10,39
"9434",162,22,68
"3085",120,7,35
"8627",152,19,72
"13960",135,13,50
"6211",137,13,51
"20",75,0,0
"3364",122,8,19
"3513",122,7,38
"11156",154,19,85
"17485",116,6,36
"3514",133,6,38
"17400",117,7,43
"4715",158,10,33
"17279",118,7,33
"11620",150,18,65
"14437",133,12,48
"476",97,0,12
"11918",95,17,63
"16428",123,6,37
"10458",168,22,79
"16490",151,8,37
"5492",133,14,48
"4114",111,12,41
"8790",154,22,41
"4550",128,13,43
"9655",166,24,82
"19062",115,2,18
"1131",106,2,21
"7794",146,19,44
"7202",138,13,57
"6686",139,16,54
"11834",148,17,63
"4825",130,11,43
